observation_id,route_id,timestamp
7400,SEA,2020-04-20 03:20:38+00:00
7401,SEA,2020-07-21 03:14:02+00:00
7402,SEA,2020-05-30 03:19:47+00:00
7403,SEA,2020-04-17 03:19:28+00:00
7404,SEA,2020-11-09 04:18:46+00:00
7405,SEA,2020-03-18 03:11:15+00:00
7406,SEA,2020-04-13 03:14:58+00:00
7407,SEA,2020-12-29 04:24:36+00:00
7408,SEA,2020-08-26 03:16:13+00:00
7409,SEA,2020-06-22 03:46:42+00:00
7410,SEA,2020-06-04 03:34:14+00:00
7411,SEA,2020-06-23 03:13:46+00:00
7412,SEA,2020-08-25 12:38:40+00:00
7413,SEA,2020-04-18 03:22:34+00:00
7414,SEA,2020-08-15 03:09:34+00:00
7415,SEA,2020-05-19 01:53:47+00:00
7416,SEA,2020-05-11 12:04:33+00:00
7417,SEA,2020-05-15 03:08:23+00:00
7418,SEA,2020-10-06 03:15:38+00:00
7419,SEA,2020-10-07 03:05:19+00:00
7420,SEA,2020-08-29 03:18:08+00:00
7421,SEA,2020-10-16 04:54:33+00:00
7422,SEA,2020-09-04 03:15:13+00:00
7423,SEA,2020-04-13 03:15:50+00:00
7424,SEA,2020-09-01 03:12:58+00:00
7425,SEA,2020-08-26 03:16:13+00:00
7426,SEA,2020-05-09 03:00:15+00:00
7427,SEA,2020-11-06 04:02:18+00:00
7428,SEA,2020-10-27 12:38:44+00:00
7429,SEA,2020-07-13 03:14:40+00:00
7430,SEA,2020-05-28 03:13:09+00:00
7431,SEA,2020-12-28 04:18:24+00:00
7432,SEA,2020-11-01 03:11:43+00:00
7433,SEA,2020-04-02 05:32:18+00:00
7434,SEA,2020-11-08 04:22:27+00:00
7435,SEA,2020-05-07 03:45:59+00:00
7436,SEA,2020-08-07 03:15:22+00:00
7437,SEA,2020-09-07 03:12:31+00:00
7438,SEA,2020-04-06 23:45:41+00:00
7439,SEA,2020-07-15 03:14:48+00:00
7440,SEA,2020-09-10 03:11:01+00:00
7441,SEA,2020-11-22 04:01:42+00:00
7442,SEA,2020-08-25 03:07:41+00:00
7443,SEA,2020-08-05 03:18:07+00:00
7444,SEA,2020-04-02 03:14:33+00:00
7445,SEA,2020-10-25 03:07:52+00:00
7446,SEA,2020-10-06 03:15:38+00:00
7447,SEA,2020-09-10 03:11:01+00:00
7448,SEA,2020-06-23 03:13:47+00:00
7449,SEA,2020-07-25 03:13:06+00:00
7450,SEA,2020-07-25 03:13:06+00:00
7451,SEA,2020-08-24 03:07:50+00:00
7452,SEA,2020-04-17 11:45:19+00:00
7453,SEA,2020-08-16 03:10:30+00:00
7454,SEA,2020-05-09 03:13:20+00:00
7455,SEA,2020-10-16 03:09:22+00:00
7456,SEA,2020-05-07 03:52:17+00:00
7457,SEA,2020-04-16 03:19:53+00:00
7458,SEA,2020-09-03 03:04:41+00:00
7459,SEA,2020-06-02 03:10:07+00:00
7460,SEA,2020-12-29 04:12:37+00:00
7461,SEA,2020-10-16 04:54:33+00:00
7462,SEA,2020-05-27 05:31:27+00:00
7463,SEA,2020-08-16 12:49:53+00:00
7464,SEA,2020-07-13 03:14:10+00:00
7465,SEA,2020-09-10 03:07:22+00:00
7466,SEA,2020-08-04 03:14:22+00:00
7467,SEA,2020-06-01 03:21:04+00:00
7468,SEA,2020-12-09 01:45:12+00:00
7469,SEA,2020-10-26 03:04:39+00:00
7470,SEA,2020-10-06 03:12:38+00:00
7471,SEA,2020-06-24 03:26:08+00:00
7472,SEA,2020-09-30 03:15:06+00:00
7473,SEA,2020-03-13 06:11:10+00:00
7474,SEA,2020-04-09 03:08:59+00:00
7475,SEA,2020-10-06 03:12:38+00:00
7476,SEA,2020-06-25 03:55:10+00:00
7477,SEA,2020-06-18 04:21:05+00:00
7478,SEA,2020-08-25 03:20:51+00:00
7479,SEA,2020-09-10 03:11:01+00:00
7480,SEA,2020-10-16 04:54:33+00:00
7481,SEA,2020-04-29 03:10:39+00:00
7482,SEA,2020-07-05 03:35:21+00:00
7483,SEA,2020-08-14 04:53:13+00:00
7484,SEA,2020-10-20 03:14:07+00:00
7485,SEA,2020-03-09 12:15:06+00:00
7486,SEA,2020-08-05 03:18:07+00:00
7487,SEA,2020-06-05 03:17:13+00:00
7488,SEA,2020-10-06 03:09:55+00:00
7489,SEA,2020-07-25 03:19:44+00:00
7490,SEA,2020-05-19 01:53:47+00:00
7491,SEA,2020-08-07 04:36:50+00:00
7492,SEA,2020-09-10 03:11:01+00:00
7493,SEA,2020-05-29 03:14:32+00:00
7494,SEA,2020-02-19 04:12:41+00:00
7495,SEA,2020-10-23 03:08:54+00:00
7496,SEA,2020-08-27 03:14:19+00:00
7497,SEA,2020-03-18 03:11:15+00:00
7498,SEA,2020-03-18 06:53:25+00:00
7499,SEA,2020-07-25 03:13:06+00:00
7500,SEA,2020-08-16 03:10:30+00:00
7501,SEA,2020-08-10 03:09:10+00:00
7502,SEA,2020-06-05 22:16:08+00:00
7503,SEA,2020-07-31 13:52:03+00:00
7504,SEA,2020-06-01 03:17:05+00:00
7505,SEA,2020-03-09 03:17:53+00:00
7506,SEA,2020-07-20 03:17:48+00:00
7507,SEA,2020-05-29 03:18:20+00:00
7508,SEA,2020-01-13 06:27:07+00:00
7509,SEA,2020-11-04 04:55:41+00:00
7510,SEA,2020-05-29 03:13:20+00:00
7511,SEA,2020-09-01 03:12:58+00:00
7512,SEA,2020-06-02 13:15:27+00:00
7513,SEA,2020-03-13 03:15:20+00:00
7514,SEA,2020-08-23 03:08:05+00:00
7515,SEA,2020-06-01 03:17:05+00:00
7516,SEA,2020-03-13 03:19:22+00:00
7517,SEA,2020-07-30 03:03:44+00:00
7518,SEA,2020-11-09 06:09:10+00:00
7519,SEA,2020-09-06 03:10:29+00:00
7520,SEA,2020-07-16 12:08:29+00:00
7521,SEA,2020-11-07 04:10:27+00:00
7522,SEA,2020-08-28 03:18:05+00:00
7523,SEA,2020-04-29 18:58:53+00:00
7524,SEA,2020-02-20 04:08:25+00:00
7525,SEA,2020-08-05 03:18:07+00:00
7526,SEA,2020-11-09 04:18:46+00:00
7527,SEA,2020-10-23 03:10:43+00:00
7528,SEA,2020-05-15 03:10:49+00:00
7529,SEA,2020-12-29 04:12:37+00:00
7530,SEA,2020-10-02 04:03:31+00:00
7531,SEA,2020-08-29 14:57:44+00:00
7532,SEA,2020-03-09 03:18:07+00:00
7533,SEA,2020-04-14 03:07:59+00:00
7534,SEA,2020-07-21 03:07:21+00:00
7535,SEA,2020-10-06 03:15:38+00:00
7536,SEA,2020-09-09 03:15:51+00:00
7537,SEA,2020-05-29 03:14:32+00:00
7538,SEA,2020-06-03 01:13:59+00:00
7539,SEA,2020-03-17 03:06:03+00:00
7540,SEA,2020-06-05 03:17:13+00:00
7541,SEA,2020-10-24 03:06:00+00:00
7542,SEA,2020-09-07 03:12:31+00:00
7543,SEA,2020-10-07 03:08:50+00:00
7544,SEA,2020-05-07 03:45:59+00:00
7545,SEA,2020-01-13 06:28:53+00:00
7546,SEA,2020-05-11 03:13:08+00:00
7547,SEA,2020-10-26 03:17:37+00:00
7548,SEA,2020-11-07 04:10:27+00:00
7549,SEA,2020-02-09 20:06:12+00:00
7550,SEA,2020-03-15 03:11:13+00:00
7551,SEA,2020-10-02 03:56:32+00:00
7552,SEA,2020-07-19 03:15:20+00:00
7553,SEA,2020-08-07 04:36:50+00:00
7554,SEA,2020-08-11 03:04:06+00:00
7555,SEA,2020-07-28 03:06:41+00:00
7556,SEA,2020-04-10 21:27:25+00:00
7557,SEA,2020-06-27 03:15:25+00:00
7558,SEA,2020-08-11 03:04:06+00:00
7559,SEA,2020-07-20 03:12:29+00:00
7560,SEA,2020-08-05 12:20:39+00:00
7561,SEA,2020-07-27 03:07:19+00:00
7562,SEA,2020-09-01 03:12:58+00:00
7563,SEA,2020-07-20 03:09:34+00:00
7564,SEA,2020-04-13 03:14:58+00:00
7565,SEA,2020-03-13 03:13:20+00:00
7566,SEA,2020-04-29 18:58:53+00:00
7567,SEA,2020-04-29 03:12:22+00:00
7568,SEA,2020-10-24 03:16:07+00:00
7569,SEA,2020-04-02 03:14:33+00:00
7570,SEA,2020-01-13 06:28:53+00:00
7571,SEA,2020-07-31 03:16:04+00:00
7572,SEA,2020-07-27 03:07:19+00:00
7573,SEA,2020-06-29 02:46:30+00:00
7574,SEA,2020-06-25 11:58:20+00:00
7575,SEA,2020-07-28 03:06:41+00:00
7576,SEA,2020-04-02 05:32:18+00:00
7577,SEA,2020-08-25 12:38:40+00:00
7578,SEA,2020-04-13 03:14:58+00:00
7579,SEA,2020-03-14 03:08:53+00:00
7580,SEA,2020-08-05 03:18:07+00:00
7581,SEA,2020-07-28 03:02:48+00:00
7582,SEA,2020-06-23 03:13:46+00:00
7583,SEA,2020-10-02 08:55:43+00:00
7584,SEA,2020-07-30 03:03:44+00:00
7585,SEA,2020-03-15 03:09:12+00:00
7586,SEA,2020-02-19 04:13:02+00:00
7587,SEA,2020-06-02 03:10:07+00:00
7588,SEA,2020-10-27 03:15:26+00:00
7589,SEA,2020-12-28 04:18:24+00:00
7590,SEA,2020-09-29 03:24:31+00:00
7591,SEA,2020-03-09 03:18:07+00:00
7592,SEA,2020-07-20 03:12:29+00:00
7593,SEA,2020-10-27 03:15:26+00:00
7594,SEA,2020-08-26 03:16:13+00:00
7595,SEA,2020-06-18 04:06:52+00:00
7596,SEA,2020-06-18 04:06:52+00:00
7597,SEA,2020-04-20 03:20:38+00:00
7598,SEA,2020-07-31 13:52:03+00:00
7599,SEA,2020-08-11 03:04:06+00:00
7600,SEA,2020-08-07 03:15:22+00:00
7601,SEA,2020-08-28 14:54:27+00:00
7602,SEA,2020-06-23 03:16:55+00:00
7603,SEA,2020-08-28 03:04:45+00:00
7604,SEA,2020-09-01 03:14:31+00:00
7605,SEA,2020-06-25 03:55:34+00:00
7606,SEA,2020-10-07 03:08:50+00:00
7607,SEA,2020-06-29 02:46:30+00:00
7608,SEA,2020-07-28 03:02:48+00:00
7609,SEA,2020-06-01 03:17:05+00:00
7610,SEA,2020-04-17 11:45:19+00:00
7611,SEA,2020-04-06 03:11:51+00:00
7612,SEA,2020-09-04 03:04:41+00:00
7613,SEA,2020-08-04 03:09:13+00:00
7614,SEA,2020-08-25 12:38:40+00:00
7615,SEA,2020-08-15 03:12:37+00:00
7616,SEA,2020-07-16 03:10:56+00:00
7617,SEA,2020-07-21 03:14:02+00:00
7618,SEA,2020-10-20 03:14:07+00:00
7619,SEA,2020-06-04 03:34:14+00:00
7620,SEA,2020-12-09 01:45:12+00:00
7621,SEA,2020-02-19 04:12:41+00:00
7622,SEA,2020-02-19 04:11:12+00:00
7623,SEA,2020-03-09 03:18:07+00:00
7624,SEA,2020-08-27 03:15:13+00:00
7625,SEA,2020-10-25 03:07:52+00:00
7626,SEA,2020-05-08 08:25:29+00:00
7627,SEA,2020-07-20 03:17:48+00:00
7628,SEA,2020-08-10 03:05:28+00:00
7629,SEA,2020-03-18 03:11:15+00:00
7630,SEA,2020-06-22 03:46:42+00:00
7631,SEA,2020-07-19 03:15:20+00:00
7632,SEA,2020-10-24 03:16:07+00:00
7633,SEA,2020-07-28 03:02:48+00:00
7634,SEA,2020-06-05 03:17:13+00:00
7635,SEA,2020-04-17 11:45:19+00:00
7636,SEA,2020-04-05 03:20:48+00:00
7637,SEA,2020-08-24 03:07:50+00:00
7638,SEA,2020-10-26 12:48:28+00:00
7639,SEA,2020-09-06 03:13:33+00:00
7640,SEA,2020-07-16 12:08:29+00:00
7641,SEA,2020-06-29 02:46:30+00:00
7642,SEA,2020-04-20 03:21:40+00:00
7643,SEA,2020-05-11 03:13:08+00:00
7644,SEA,2020-05-11 03:19:59+00:00
7645,SEA,2020-08-08 03:14:38+00:00
7646,SEA,2020-05-28 03:13:09+00:00
7647,SEA,2020-09-06 03:10:29+00:00
7648,SEA,2020-05-07 03:45:59+00:00
7649,SEA,2020-03-21 05:23:44+00:00
7650,SEA,2020-06-01 03:17:05+00:00
7651,SEA,2020-06-22 03:46:42+00:00
7652,SEA,2020-06-26 14:05:22+00:00
7653,SEA,2020-09-28 03:11:32+00:00
7654,SEA,2020-07-30 03:03:44+00:00
7655,SEA,2020-10-27 03:15:26+00:00
7656,SEA,2020-08-09 03:18:08+00:00
7657,SEA,2020-04-29 03:21:01+00:00
7658,SEA,2020-09-07 03:12:31+00:00
7659,SEA,2020-06-24 03:26:08+00:00
7660,SEA,2020-03-17 03:13:02+00:00
7661,SEA,2020-08-14 04:53:13+00:00
7662,SEA,2020-05-28 03:17:39+00:00
7663,SEA,2020-04-17 03:14:28+00:00
7664,SEA,2020-04-18 03:17:35+00:00
7665,SEA,2020-05-30 03:18:50+00:00
7666,SEA,2020-01-14 04:40:16+00:00
7667,SEA,2020-04-10 03:19:48+00:00
7668,SEA,2020-06-02 03:10:07+00:00
7669,SEA,2020-04-06 03:11:51+00:00
7670,SEA,2020-11-06 04:06:15+00:00
7671,SEA,2020-04-16 03:11:24+00:00
7672,SEA,2020-05-15 11:54:21+00:00
7673,SEA,2020-06-19 03:42:46+00:00
7674,SEA,2020-09-01 03:12:58+00:00
7675,SEA,2020-06-05 03:17:13+00:00
7676,SEA,2020-12-28 04:18:24+00:00
7677,SEA,2020-10-16 04:54:33+00:00
7678,SEA,2020-07-31 13:52:03+00:00
7679,SEA,2020-07-31 03:16:04+00:00
7680,SEA,2020-09-06 03:10:29+00:00
7681,SEA,2020-08-29 14:57:44+00:00
7682,SEA,2020-05-11 12:04:33+00:00
7683,SEA,2020-02-09 20:06:12+00:00
7684,SEA,2020-12-28 04:18:24+00:00
7685,SEA,2020-02-09 04:06:28+00:00
7686,SEA,2020-12-02 04:31:13+00:00
7687,SEA,2020-08-05 03:18:07+00:00
7688,SEA,2020-09-29 03:24:31+00:00
7689,SEA,2020-08-23 03:08:05+00:00
7690,SEA,2020-07-21 03:14:02+00:00
7691,SEA,2020-09-29 03:16:13+00:00
7692,SEA,2020-11-22 04:03:05+00:00
7693,SEA,2020-06-01 03:17:05+00:00
7694,SEA,2020-12-24 04:18:46+00:00
7695,SEA,2020-01-13 10:59:25+00:00
7696,SEA,2020-08-27 11:24:50+00:00
7697,SEA,2020-07-15 11:14:44+00:00
7698,SEA,2020-05-28 11:14:12+00:00
7699,SEA,2020-04-02 05:13:50+00:00
7700,SEA,2020-08-07 04:37:10+00:00
7701,SEA,2020-08-07 04:36:50+00:00
7702,SEA,2020-05-10 11:07:24+00:00
7703,SEA,2020-08-23 11:09:22+00:00
7704,SEA,2020-06-25 11:10:58+00:00
7705,SEA,2020-04-18 11:08:56+00:00
7706,SEA,2020-12-24 08:11:04+00:00
7707,SEA,2020-03-13 17:55:52+00:00
7708,SEA,2020-10-05 20:14:47+00:00
7709,SEA,2020-12-29 06:54:56+00:00
7710,SEA,2020-06-23 11:14:43+00:00
7711,SEA,2020-08-11 09:52:02+00:00
7712,SEA,2020-07-26 11:16:16+00:00
7713,SEA,2020-09-05 22:56:31+00:00
7714,SEA,2020-09-02 11:11:51+00:00
7715,SEA,2020-07-12 18:14:58+00:00
7716,SEA,2020-05-10 11:07:37+00:00
7717,SEA,2020-04-15 17:25:49+00:00
7718,SEA,2020-04-18 11:10:44+00:00
7719,SEA,2020-07-19 11:05:51+00:00
7720,SEA,2020-02-18 17:43:21+00:00
7721,SEA,2020-10-26 11:07:10+00:00
7722,SEA,2020-11-01 12:13:05+00:00
7723,SEA,2020-08-29 11:04:42+00:00
7724,SEA,2020-08-11 09:52:02+00:00
7725,SEA,2020-08-15 11:14:11+00:00
7726,SEA,2020-04-13 11:16:36+00:00
7727,SEA,2020-10-27 11:17:56+00:00
7728,SEA,2020-06-24 06:18:13+00:00
7729,SEA,2020-04-29 11:13:15+00:00
7730,SEA,2020-04-02 05:13:50+00:00
7731,SEA,2020-11-01 12:13:05+00:00
7732,SEA,2020-11-04 05:05:09+00:00
7733,SEA,2020-11-04 05:05:09+00:00
7734,SEA,2020-03-17 11:18:43+00:00
7735,SEA,2020-08-08 02:31:35+00:00
7736,SEA,2020-08-04 11:11:29+00:00
7737,SEA,2020-05-29 11:19:18+00:00
7738,SEA,2020-09-09 11:19:50+00:00
7739,SEA,2020-09-29 11:10:17+00:00
7740,SEA,2020-07-20 11:10:32+00:00
7741,SEA,2020-02-27 09:26:21+00:00
7742,SEA,2020-02-19 12:13:02+00:00
7743,SEA,2020-04-10 11:23:42+00:00
7744,SEA,2020-06-27 09:43:09+00:00
7745,SEA,2020-03-13 06:20:10+00:00
7746,SEA,2020-10-16 04:40:02+00:00
7747,SEA,2020-08-15 11:22:11+00:00
7748,SEA,2020-11-08 12:11:55+00:00
7749,SEA,2020-10-20 03:59:57+00:00
7750,SEA,2020-08-08 11:16:35+00:00
7751,SEA,2020-08-29 11:04:42+00:00
7752,SEA,2020-06-19 11:16:45+00:00
7753,SEA,2020-11-06 12:15:17+00:00
7754,SEA,2020-06-02 22:25:38+00:00
7755,SEA,2020-10-07 07:20:48+00:00
7756,SEA,2020-10-24 11:24:50+00:00
7757,SEA,2020-08-28 11:22:08+00:00
7758,SEA,2020-09-11 03:55:33+00:00
7759,SEA,2020-06-19 11:14:22+00:00
7760,SEA,2020-11-04 04:54:24+00:00
7761,SEA,2020-08-25 18:25:38+00:00
7762,SEA,2020-09-07 11:13:26+00:00
7763,SEA,2020-11-08 12:11:55+00:00
7764,SEA,2020-08-28 11:22:08+00:00
7765,SEA,2020-10-07 07:20:48+00:00
7766,SEA,2020-10-06 11:10:37+00:00
7767,SEA,2020-08-08 02:31:35+00:00
7768,SEA,2020-05-10 11:07:24+00:00
7769,SEA,2020-08-05 11:18:17+00:00
7770,SEA,2020-03-09 11:16:11+00:00
7771,SEA,2020-08-06 20:53:15+00:00
7772,SEA,2020-04-15 17:25:49+00:00
7773,SEA,2020-03-17 11:14:15+00:00
7774,SEA,2020-01-13 06:28:53+00:00
7775,SEA,2020-04-12 11:12:48+00:00
7776,SEA,2020-04-09 11:09:08+00:00
7777,SEA,2020-07-28 08:47:30+00:00
7778,SEA,2020-02-09 11:07:20+00:00
7779,SEA,2020-06-16 20:49:01+00:00
7780,SEA,2020-11-06 12:15:17+00:00
7781,SEA,2020-09-30 11:15:05+00:00
7782,SEA,2020-09-29 11:10:17+00:00
7783,SEA,2020-12-29 06:45:55+00:00
7784,SEA,2020-04-20 11:15:07+00:00
7785,SEA,2020-08-03 23:23:23+00:00
7786,SEA,2020-03-11 18:41:42+00:00
7787,SEA,2020-03-17 18:45:37+00:00
7788,SEA,2020-08-28 11:22:08+00:00
7789,SEA,2020-04-10 11:26:48+00:00
7790,SEA,2020-11-08 12:11:55+00:00
7791,SEA,2020-10-31 11:13:17+00:00
7792,SEA,2020-03-11 18:41:42+00:00
7793,SEA,2020-08-29 11:02:23+00:00
7794,SEA,2020-10-16 04:54:33+00:00
7795,SEA,2020-05-10 11:14:47+00:00
7796,SEA,2020-08-27 11:24:50+00:00
7797,SEA,2020-05-30 11:20:40+00:00
7798,SEA,2020-05-29 11:23:30+00:00
7799,SEA,2020-07-16 11:21:45+00:00
7800,SEA,2020-04-17 23:47:06+00:00
7801,SEA,2020-11-21 19:05:44+00:00
7802,SEA,2020-11-04 05:05:09+00:00
7803,SEA,2020-04-06 11:12:37+00:00
7804,SEA,2020-11-21 19:05:44+00:00
7805,SEA,2020-07-14 11:16:02+00:00
7806,SEA,2020-05-18 11:07:44+00:00
7807,SEA,2020-09-11 03:55:33+00:00
7808,SEA,2020-09-05 22:56:31+00:00
7809,SEA,2020-05-08 11:25:46+00:00
7810,SEA,2020-04-29 11:13:17+00:00
7811,SEA,2020-04-16 11:24:35+00:00
7812,SEA,2020-06-23 11:14:45+00:00
7813,SEA,2020-06-02 11:10:50+00:00
7814,SEA,2020-09-09 11:19:50+00:00
7815,SEA,2020-07-28 08:47:30+00:00
7816,SEA,2020-10-07 07:24:24+00:00
7817,SEA,2020-06-02 11:06:03+00:00
7818,SEA,2020-05-11 04:50:10+00:00
7819,SEA,2020-08-23 11:08:46+00:00
7820,SEA,2020-07-31 11:18:59+00:00
7821,SEA,2020-07-21 07:38:11+00:00
7822,SEA,2020-11-07 10:36:49+00:00
7823,SEA,2020-11-04 05:05:09+00:00
7824,SEA,2020-08-14 11:17:55+00:00
7825,SEA,2020-08-03 23:23:23+00:00
7826,SEA,2020-08-28 16:50:48+00:00
7827,SEA,2020-01-14 12:51:42+00:00
7828,SEA,2020-12-02 12:19:09+00:00
7829,SEA,2020-04-16 11:24:35+00:00
7830,SEA,2020-08-28 11:22:08+00:00
7831,SEA,2020-06-19 11:18:29+00:00
7832,SEA,2020-05-15 01:12:39+00:00
7833,SEA,2020-04-08 02:47:56+00:00
7834,SEA,2020-07-20 11:10:32+00:00
7835,SEA,2020-03-17 11:15:35+00:00
7836,SEA,2020-09-30 11:15:05+00:00
7837,SEA,2020-05-07 11:17:20+00:00
7838,SEA,2020-05-08 11:26:17+00:00
7839,SEA,2020-06-25 16:27:30+00:00
7840,SEA,2020-08-04 11:11:29+00:00
7841,SEA,2020-07-14 11:16:02+00:00
7842,SEA,2020-07-30 11:15:46+00:00
7843,SEA,2020-08-23 11:08:46+00:00
7844,SEA,2020-10-31 11:13:17+00:00
7845,SEA,2020-03-21 10:27:01+00:00
7846,SEA,2020-08-15 11:22:11+00:00
7847,SEA,2020-12-28 10:34:25+00:00
7848,SEA,2020-05-18 00:21:35+00:00
7849,SEA,2020-03-01 01:04:55+00:00
7850,SEA,2020-07-21 07:38:11+00:00
7851,SEA,2020-01-14 12:51:42+00:00
7852,SEA,2020-10-26 22:34:13+00:00
7853,SEA,2020-11-22 08:39:08+00:00
7854,SEA,2020-10-16 04:54:33+00:00
7855,SEA,2020-04-29 11:13:15+00:00
7856,SEA,2020-03-01 01:04:55+00:00
7857,SEA,2020-07-15 11:14:44+00:00
7858,SEA,2020-05-10 11:07:37+00:00
7859,SEA,2020-08-09 11:15:04+00:00
7860,SEA,2020-07-14 11:16:02+00:00
7861,SEA,2020-03-13 06:20:10+00:00
7862,SEA,2020-05-15 05:41:02+00:00
7863,SEA,2020-08-23 11:08:46+00:00
7864,SEA,2020-05-08 11:26:17+00:00
7865,SEA,2020-08-05 11:11:57+00:00
7866,SEA,2020-11-09 05:09:06+00:00
7867,SEA,2020-11-07 12:24:40+00:00
7868,SEA,2020-03-17 11:15:35+00:00
7869,SEA,2020-07-19 11:14:59+00:00
7870,SEA,2020-09-07 11:06:16+00:00
7871,SEA,2020-10-26 22:34:13+00:00
7872,SEA,2020-05-10 11:07:37+00:00
7873,SEA,2020-05-18 11:07:44+00:00
7874,SEA,2020-03-16 11:16:23+00:00
7875,SEA,2020-03-18 06:53:25+00:00
7876,SEA,2020-10-27 11:17:56+00:00
7877,SEA,2020-12-02 12:19:09+00:00
7878,SEA,2020-04-29 11:13:15+00:00
7879,SEA,2020-08-19 11:04:47+00:00
7880,SEA,2020-03-18 06:56:33+00:00
7881,SEA,2020-10-25 11:13:40+00:00
7882,SEA,2020-08-09 11:07:11+00:00
7883,SEA,2020-04-20 11:15:07+00:00
7884,SEA,2020-04-08 02:47:56+00:00
7885,SEA,2020-06-26 20:55:13+00:00
7886,SEA,2020-10-05 20:14:47+00:00
7887,SEA,2020-07-16 11:21:45+00:00
7888,SEA,2020-08-04 11:11:29+00:00
7889,SEA,2020-10-16 04:54:33+00:00
7890,SEA,2020-05-28 11:17:21+00:00
7891,SEA,2020-03-14 11:13:44+00:00
7892,SEA,2020-11-07 10:36:49+00:00
7893,SEA,2020-05-09 11:15:02+00:00
7894,SEA,2020-10-05 20:14:47+00:00
7895,SEA,2020-07-21 07:40:46+00:00
7896,SEA,2020-06-18 11:09:26+00:00
7897,SEA,2020-07-27 11:17:54+00:00
7898,SEA,2020-06-22 11:08:19+00:00
7899,SEA,2020-03-08 21:00:50+00:00
7900,SEA,2020-04-12 11:12:48+00:00
7901,SEA,2020-08-15 11:15:02+00:00
7902,SEA,2020-06-18 11:09:26+00:00
7903,SEA,2020-09-10 11:08:41+00:00
7904,SEA,2020-06-22 11:08:19+00:00
7905,SEA,2020-12-24 11:28:03+00:00
7906,SEA,2020-08-31 21:11:14+00:00
7907,SEA,2020-07-30 11:15:46+00:00
7908,SEA,2020-04-17 10:53:03+00:00
7909,SEA,2020-09-10 11:08:41+00:00
7910,SEA,2020-08-03 23:23:23+00:00
7911,SEA,2020-07-18 13:31:06+00:00
7912,SEA,2020-04-09 11:09:42+00:00
7913,SEA,2020-02-20 04:32:35+00:00
7914,SEA,2020-08-28 16:50:48+00:00
7915,SEA,2020-06-23 11:14:45+00:00
7916,SEA,2020-12-28 10:34:00+00:00
7917,SEA,2020-03-17 18:45:37+00:00
7918,SEA,2020-05-11 04:50:10+00:00
7919,SEA,2020-09-06 11:17:47+00:00
7920,SEA,2020-08-10 11:11:37+00:00
7921,SEA,2020-06-16 20:49:01+00:00
7922,SEA,2020-04-20 11:11:00+00:00
7923,SEA,2020-10-31 11:13:17+00:00
7924,SEA,2020-12-02 12:19:09+00:00
7925,SEA,2020-11-09 05:09:06+00:00
7926,SEA,2020-10-23 08:11:34+00:00
7927,SEA,2020-06-25 11:10:58+00:00
7928,SEA,2020-04-17 11:00:14+00:00
7929,SEA,2020-07-28 08:47:30+00:00
7930,SEA,2020-03-17 18:45:37+00:00
7931,SEA,2020-05-15 01:12:39+00:00
7932,SEA,2020-06-03 17:53:36+00:00
7933,SEA,2020-10-24 11:24:50+00:00
7934,SEA,2020-11-21 19:05:44+00:00
7935,SEA,2020-03-16 11:16:23+00:00
7936,SEA,2020-04-08 02:47:56+00:00
7937,SEA,2020-11-06 03:32:15+00:00
7938,SEA,2020-05-27 11:19:43+00:00
7939,SEA,2020-10-23 08:11:34+00:00
7940,SEA,2020-09-10 11:08:33+00:00
7941,SEA,2020-10-31 00:51:26+00:00
7942,SEA,2020-06-02 22:25:38+00:00
7943,SEA,2020-06-04 11:15:13+00:00
7944,SEA,2020-10-25 11:13:40+00:00
7945,SEA,2020-04-29 11:13:15+00:00
7946,SEA,2020-07-05 11:37:33+00:00
7947,SEA,2020-03-09 11:17:43+00:00
7948,SEA,2020-07-13 11:14:44+00:00
7949,SEA,2020-08-16 11:07:15+00:00
7950,SEA,2020-07-05 11:36:19+00:00
7951,SEA,2020-06-22 11:08:19+00:00
7952,SEA,2020-04-16 11:24:35+00:00
7953,SEA,2020-10-23 08:09:45+00:00
7954,SEA,2020-03-08 21:00:50+00:00
7955,SEA,2020-08-23 11:08:46+00:00
7956,SEA,2020-05-30 11:19:38+00:00
7957,SEA,2020-10-25 11:13:40+00:00
7958,SEA,2020-09-09 11:19:50+00:00
7959,SEA,2020-10-20 03:59:57+00:00
7960,SEA,2020-07-26 11:16:16+00:00
7961,SEA,2020-06-04 11:15:13+00:00
7962,SEA,2020-05-15 01:12:39+00:00
7963,SEA,2020-09-07 11:06:16+00:00
7964,SEA,2020-06-27 09:46:14+00:00
7965,SEA,2020-07-26 11:06:25+00:00
7966,SEA,2020-10-07 07:20:48+00:00
7967,SEA,2020-07-26 11:06:25+00:00
7968,SEA,2020-06-18 08:06:38+00:00
7969,SEA,2020-07-20 11:10:32+00:00
7970,SEA,2020-09-07 11:07:47+00:00
7971,SEA,2020-06-26 11:12:19+00:00
7972,SEA,2020-05-15 05:41:02+00:00
7973,SEA,2020-11-08 08:22:59+00:00
7974,SEA,2020-08-15 11:22:11+00:00
7975,SEA,2020-08-31 21:11:14+00:00
7976,SEA,2020-05-29 11:23:30+00:00
7977,SEA,2020-10-27 11:17:56+00:00
7978,SEA,2020-11-22 08:39:08+00:00
7979,SEA,2020-08-24 11:15:30+00:00
7980,SEA,2020-09-01 11:14:27+00:00
7981,SEA,2020-06-02 11:10:50+00:00
