route_id,airport,route_type,waypoints
SWABR8 BRHMA,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.52147222222222, -101.04316944444444)]"
SWABR8 CIKAN,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (32.483333333333334, -100.31666666666666)]"
SWABR8 HUDAD,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.614555555555555, -99.43211666666667)]"
SWABR8 HULZE,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.65766388888889, -100.22169722222222)]"
TGATE4 GRABE,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.451458333333335, -96.96152777777777)]"
TRYTN3 LOOSE,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.89635555555555, -93.08566111111111)]"
TTT285 FERRA,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (33.09122222222222, -97.73329722222222)]"
TURKI JOVEM4,KDFW,ARRIVAL,"[(34.300925, -101.06088888888888), (34.20438888888889, -100.25452777777778), (33.97047222222223, -99.48569722222223), (33.74293888888889, -98.76101388888888), (33.56394722222222, -98.19950555555556), (33.473847222222226, -97.92069444444445), (33.384, -97.64171111111112), (33.27838888888889, -97.5176), (33.12219722222222, -97.33484999999999), (32.98148055555556, -97.17081111111112), (32.799477777777774, -97.16080000000001), (32.594008333333335, -97.16080000000001), (32.897333333333336, -97.03769444444444)]"
TURKI VKTRY2,KDFW,ARRIVAL,"[(34.300925, -101.06088888888888), (34.20438888888889, -100.25452777777778), (33.97047222222223, -99.48569722222223), (33.74293888888889, -98.76101388888888), (33.69402777777778, -98.60804999999999), (33.56394722222222, -98.19950555555556), (33.473847222222226, -97.92069444444445), (33.384, -97.64171111111112), (33.271991666666665, -97.45990555555557), (33.11365277777778, -97.29380555555555), (33.06472222222222, -97.24319444444444), (33.00299444444445, -97.17941944444445), (32.897333333333336, -97.03769444444444)]"
TYPTN VKTRY2,KDFW,ARRIVAL,"[(34.06931388888889, -98.51671388888889), (33.97705833333333, -98.39740277777778), (33.727336111111114, -98.07726111111111), (33.556666666666665, -97.86), (33.384, -97.64171111111112), (33.271991666666665, -97.45990555555557), (33.11365277777778, -97.29380555555555), (33.06472222222222, -97.24319444444444), (33.00299444444445, -97.17941944444445), (32.897333333333336, -97.03769444444444)]"
VKTRY VKTRY2,KDFW,ARRIVAL,"[(33.384, -97.64171111111112), (33.271991666666665, -97.45990555555557), (33.11365277777778, -97.29380555555555), (33.06472222222222, -97.24319444444444), (33.00299444444445, -97.17941944444445), (32.897333333333336, -97.03769444444444)]"
YUYUN BEREE1,KDFW,ARRIVAL,"[(32.451475, -92.91309444444445), (32.27523055555555, -95.00582777777778), (32.25179722222222, -95.22503888888889), (32.264675, -95.73619166666667), (32.26893333333333, -95.93274166666667), (32.27708611111111, -96.32570555555556), (32.486666666666665, -96.56666666666666), (32.56666666666667, -96.65833333333335), (32.65833333333333, -96.76166666666667), (32.79333333333333, -96.915), (32.991166666666665, -96.91372777777778), (33.19608333333333, -96.91240833333335), (32.897333333333336, -97.03769444444444)]"
ZACHH3 BSKAT,KDFW,DEPARTURE,"[(32.897333333333336, -97.03769444444444), (34.04187222222222, -93.55983888888889)]"
DAS,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.189711111111112, -94.64498333333334)]"
DAS,KIAH,ARRIVAL,"[(30.189711111111112, -94.64498333333334), (29.984436111111112, -95.34144166666667)]"
ELA,KIAH,ARRIVAL,"[(29.662480555555554, -96.31712222222222), (29.984436111111112, -95.34144166666667)]"
SBI,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.686719444444446, -94.03797777777777)]"
TNV,KIAH,ARRIVAL,"[(30.28852777777778, -96.05823888888888), (29.984436111111112, -95.34144166666667)]"
VUH,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.269333333333332, -94.867725)]"
AEX3 AEX,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.084588888888888, -95.24910555555556), (30.40312222222222, -95.00675555555556), (30.55288888888889, -94.89220555555556), (31.177766666666667, -94.40915555555556), (31.22093333333333, -93.45259722222222), (31.256730555555556, -92.50097222222222)]"
ELD9 ELD,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (33.22123888888889, -92.81175)]"
IDU1 JCT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.92730277777778, -96.04049444444445), (29.93673888888889, -96.20758888888889), (29.95605833333333, -96.56219444444444), (30.59802222222222, -99.81748055555555)]"
IDU9 CWK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.37855, -97.52984722222222)]"
IDU9 IDU,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.95605833333333, -96.56219444444444)]"
IDU9 JCT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.511111111111113, -99.7628888888889)]"
JCT1 JCT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.07064722222222, -96.06352777777778), (30.097894444444442, -96.2393), (30.22402222222222, -97.07580555555555), (30.405416666666664, -98.34960277777778), (30.59802222222222, -99.81748055555555)]"
LCH5 LCH,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.98651388888889, -94.5791111111111), (29.996044444444447, -94.30452222222222), (30.141513888888888, -93.10569444444444)]"
LCH5 LSU,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.98651388888889, -94.5791111111111), (29.996044444444447, -94.30452222222222), (30.141513888888888, -93.10569444444444), (30.485133333333334, -91.29406666666667)]"
LFK2 LFK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.162441666666666, -94.71683333333334)]"
LFK2 LFK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.23402777777778, -94.75)]"
LFK2 LIT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (34.67767222222222, -92.18052777777778)]"
LFK3 LIT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.258758333333333, -95.23272777777778), (30.449336111111112, -95.16101111111112), (30.591366666666666, -95.07322777777777), (31.162441666666666, -94.71683333333334), (31.248572222222222, -94.6575), (34.67767222222222, -92.18052777777778)]"
LOA3 LOA,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.124016666666666, -95.96795555555556)]"
LOA4 ADM,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.534647222222222, -95.65162777777779), (31.124016666666666, -95.96795555555556), (32.189166666666665, -96.38472222222222), (34.21158611111112, -97.16822777777779)]"
LOA4 BYP,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.534647222222222, -95.65162777777779), (31.124016666666666, -95.96795555555556), (32.18572222222222, -96.21810277777777), (33.53748611111111, -96.23409444444445)]"
LOA4 FUZ,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.534647222222222, -95.65162777777779), (31.124016666666666, -95.96795555555556), (32.189166666666665, -96.38472222222222), (32.8895, -97.17942500000001)]"
LOA4 LOA,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.534647222222222, -95.65162777777779), (31.124016666666666, -95.96795555555556)]"
PSX1 PSX,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (28.764425, -96.30618055555556)]"
PSX2 PSX,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.195527777777777, -95.79121388888889), (28.764425, -96.30618055555556)]"
PSX2 SAT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.195527777777777, -95.79121388888889), (28.764425, -96.30618055555556), (28.504997222222222, -98.15046666666667), (29.644030555555556, -98.46131666666668)]"
BNDTO5 SAT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.956333333333333, -95.49850277777777), (29.967677777777777, -95.57333055555556), (29.977302777777776, -95.63704444444446), (29.92792222222222, -95.96138888888889), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666), (29.89788888888889, -97.86130555555555), (29.644030555555556, -98.46131666666668)]"
CVE DRLLR5,KIAH,ARRIVAL,"[(32.89031111111111, -96.90396666666668), (32.56576944444444, -96.81061666666666), (31.52038611111111, -96.51471111111111), (31.267180555555555, -96.35978888888889), (31.00327777777778, -96.19920555555557), (30.85752777777778, -96.10542777777778), (30.71142222222222, -96.011625), (30.492133333333335, -95.87145), (30.357341666666667, -95.73865833333333), (30.23011111111111, -95.61573333333332), (30.092577777777777, -95.48378611111112), (29.979875, -95.37134722222221), (29.891802777777777, -95.28372777777777), (29.891480555555557, -95.19093333333333), (29.984436111111112, -95.34144166666667)]"
CVE GUSHR3,KIAH,ARRIVAL,"[(32.89031111111111, -96.90396666666668), (32.56576944444444, -96.81061666666666), (31.52038611111111, -96.51471111111111), (31.267180555555555, -96.35978888888889), (31.00327777777778, -96.19920555555557), (30.85752777777778, -96.10542777777778), (30.71142222222222, -96.011625), (30.492133333333335, -95.87145), (30.2229, -95.84115), (29.984436111111112, -95.34144166666667)]"
GUMBY3 LCH,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.937041666666666, -95.24743055555555), (29.93911111111111, -95.12023055555555), (29.939516666666666, -95.07747222222221), (29.996044444444447, -94.30452222222222), (30.0306, -94.01826388888888), (30.141513888888888, -93.10569444444444)]"
HOODO6 HRV,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.850194444444448, -90.00298333333333)]"
HOODO6 LEV,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.175230555555558, -90.10401944444443)]"
HOODO7 LEV,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.269333333333332, -94.867725), (28.996808333333334, -94.35252777777777), (29.0, -93.66666666666667), (29.000441666666667, -92.52625277777777), (28.989166666666666, -91.22805555555556), (29.175230555555558, -90.10401944444443)]"
LOA3 DOLEY,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (32.189166666666665, -96.38472222222222)]"
MMUGS4 LCH,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.88856388888889, -95.23903055555556), (29.82376111111111, -95.135), (29.81765, -94.9837888888889), (29.870208333333334, -94.78363888888889), (29.996044444444447, -94.30452222222222), (30.0306, -94.01826388888888), (30.141513888888888, -93.10569444444444)]"
MQP DRLLR5,KIAH,ARRIVAL,"[(32.72618055555556, -97.99744166666667), (31.52038611111111, -96.51471111111111), (31.267180555555555, -96.35978888888889), (31.00327777777778, -96.19920555555557), (30.85752777777778, -96.10542777777778), (30.71142222222222, -96.011625), (30.492133333333335, -95.87145), (30.357341666666667, -95.73865833333333), (30.23011111111111, -95.61573333333332), (30.092577777777777, -95.48378611111112), (29.979875, -95.37134722222221), (29.891802777777777, -95.28372777777777), (29.891480555555557, -95.19093333333333), (29.984436111111112, -95.34144166666667)]"
MQP GUSHR3,KIAH,ARRIVAL,"[(32.72618055555556, -97.99744166666667), (31.52038611111111, -96.51471111111111), (31.267180555555555, -96.35978888888889), (31.00327777777778, -96.19920555555557), (30.85752777777778, -96.10542777777778), (30.71142222222222, -96.011625), (30.492133333333335, -95.87145), (30.2229, -95.84115), (29.984436111111112, -95.34144166666667)]"
PITZZ4 SAT,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.8855, -95.43041111111111), (29.85428888888889, -95.49203333333334), (29.82201111111111, -95.55849444444443), (29.870247222222222, -95.82038055555554), (29.8902, -95.93630555555556), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666), (29.89788888888889, -97.86130555555555), (29.644030555555556, -98.46131666666668)]"
RITAA6 NGP,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (27.6927, -97.29037777777778)]"
RITAA6 PSX,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (28.7275, -96.25094444444444)]"
RITAA6 PSX,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (28.764425, -96.30618055555556)]"
BNDTO5 CRGER,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.956333333333333, -95.49850277777777), (29.967677777777777, -95.57333055555556), (29.977302777777776, -95.63704444444446), (30.07064722222222, -96.06352777777778), (30.097894444444442, -96.2393), (30.22402222222222, -97.07580555555555), (30.319758333333333, -97.72644166666667), (30.4492, -98.34285)]"
BNDTO5 MARCS,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.956333333333333, -95.49850277777777), (29.967677777777777, -95.57333055555556), (29.977302777777776, -95.63704444444446), (29.92792222222222, -95.96138888888889), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666), (29.89788888888889, -97.86130555555555)]"
BNDTO5 MNURE,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.956333333333333, -95.49850277777777), (29.967677777777777, -95.57333055555556), (29.977302777777776, -95.63704444444446), (29.92792222222222, -95.96138888888889), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666)]"
CRIED9 CRIED,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.35396666666667, -95.66163888888889)]"
DIESL DRLLR5,KIAH,ARRIVAL,"[(30.964491666666667, -98.84211388888889), (30.875611111111112, -97.92756666666668), (30.782391666666665, -97.03566944444444), (30.729077777777775, -96.55006944444445), (30.704705555555556, -96.33377777777777), (30.609944444444444, -96.12698611111111), (30.492133333333335, -95.87145), (30.357341666666667, -95.73865833333333), (30.23011111111111, -95.61573333333332), (30.092577777777777, -95.48378611111112), (29.979875, -95.37134722222221), (29.891802777777777, -95.28372777777777), (29.891480555555557, -95.19093333333333), (29.984436111111112, -95.34144166666667)]"
DIESL TTORO3,KIAH,ARRIVAL,"[(30.964491666666667, -98.84211388888889), (30.83738611111111, -97.94364722222222), (30.703266666666664, -97.04816666666666), (30.650869444444442, -96.70960833333334), (30.605144444444445, -96.42076944444445), (30.509016666666668, -96.26863888888889), (30.360908333333334, -96.03537222222222), (30.138083333333334, -95.95338611111112), (29.984436111111112, -95.34144166666667)]"
FLYZA5 ANKRR,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.88856388888889, -95.23903055555556), (29.82376111111111, -95.135), (29.751105555555554, -95.07109166666666), (29.609294444444444, -95.01101388888888), (29.269333333333332, -94.867725), (27.682100000000002, -93.20038611111111)]"
FLYZA5 KELPP,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.88856388888889, -95.23903055555556), (29.82376111111111, -95.135), (29.751105555555554, -95.07109166666666), (29.609294444444444, -95.01101388888888), (29.269333333333332, -94.867725), (27.17559166666667, -91.94926111111111)]"
FLYZA5 MUSYL,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.88856388888889, -95.23903055555556), (29.82376111111111, -95.135), (29.751105555555554, -95.07109166666666), (29.609294444444444, -95.01101388888888), (29.269333333333332, -94.867725), (28.170430555555555, -94.12920555555554)]"
GUMBY3 GUSTI,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.937041666666666, -95.24743055555555), (29.93911111111111, -95.12023055555555), (29.939516666666666, -95.07747222222221), (29.862222222222222, -94.32166666666666), (29.85369166666667, -94.04466666666667), (29.970927777777778, -92.90980277777778)]"
INDIE7 INDIE,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.485919444444445, -94.49281944444445)]"
INDIE8 INDIE,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.291319444444447, -95.22252777777778), (30.449336111111112, -95.16101111111112), (30.591366666666666, -95.07322777777777), (31.157916666666665, -94.7071888888889), (31.485919444444445, -94.49281944444445)]"
INDIE8 TPAKK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.291319444444447, -95.22252777777778), (30.449336111111112, -95.16101111111112), (30.591366666666666, -95.07322777777777), (31.157916666666665, -94.7071888888889), (31.485919444444445, -94.49281944444445), (32.993875, -93.42453333333334)]"
LURIC8 LURIC,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.086055555555554, -95.26082222222222), (30.250480555555555, -95.12924444444444), (30.40312222222222, -95.00675555555556), (30.55288888888889, -94.89220555555556), (31.00743888888889, -94.54147222222223), (31.177766666666667, -94.40915555555556), (31.278788888888887, -94.33034166666667), (31.781755555555556, -93.93495833333334)]"
LURIC8 ORRTH,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.086055555555554, -95.26082222222222), (30.250480555555555, -95.12924444444444), (30.40312222222222, -95.00675555555556), (30.55288888888889, -94.89220555555556), (31.00743888888889, -94.54147222222223), (31.177766666666667, -94.40915555555556), (31.278788888888887, -94.33034166666667), (31.781755555555556, -93.93495833333334), (32.557775, -92.73882222222223)]"
MMUGS4 GUSTI,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.88856388888889, -95.23903055555556), (29.82376111111111, -95.135), (29.81765, -94.9837888888889), (29.8317, -94.766025), (29.862222222222222, -94.32166666666666), (29.85369166666667, -94.04466666666667), (29.970927777777778, -92.90980277777778)]"
PITZZ4 CRGER,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.8855, -95.43041111111111), (29.85428888888889, -95.49203333333334), (29.82201111111111, -95.55849444444443), (30.07064722222222, -96.06352777777778), (30.097894444444442, -96.2393), (30.22402222222222, -97.07580555555555), (30.319758333333333, -97.72644166666667), (30.4492, -98.34285)]"
PITZZ4 MARCS,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.8855, -95.43041111111111), (29.85428888888889, -95.49203333333334), (29.82201111111111, -95.55849444444443), (29.870247222222222, -95.82038055555554), (29.8902, -95.93630555555556), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666), (29.89788888888889, -97.86130555555555)]"
PITZZ4 MNURE,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (29.8855, -95.43041111111111), (29.85428888888889, -95.49203333333334), (29.82201111111111, -95.55849444444443), (29.870247222222222, -95.82038055555554), (29.8902, -95.93630555555556), (29.93673888888889, -96.20758888888889), (29.993022222222223, -96.56606666666666)]"
RITAA6 WWREN,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (28.13166388888889, -96.09860555555555)]"
STRYA8 DPATY,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.086055555555554, -95.26082222222222), (30.250480555555555, -95.12924444444444), (30.40312222222222, -95.00675555555556), (30.55288888888889, -94.89220555555556), (31.00743888888889, -94.54147222222223), (31.305869444444443, -93.84373055555555), (32.07240277777778, -91.54802777777778)]"
STYCK7 DOLEY,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (32.189166666666665, -96.38472222222222)]"
STYCK7 STYCK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (31.12401388888889, -95.96795833333333)]"
STYCK8 DOLEY,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.095341666666666, -95.4036638888889), (30.275455555555556, -95.50502777777778), (30.534647222222222, -95.65162777777779), (31.12401388888889, -95.96795833333333), (32.189166666666665, -96.38472222222222)]"
STYCK8 STYCK,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.095341666666666, -95.4036638888889), (30.275455555555556, -95.50502777777778), (30.534647222222222, -95.65162777777779), (31.12401388888889, -95.96795833333333)]"
STYCK8 WTSON,KIAH,DEPARTURE,"[(29.984436111111112, -95.34144166666667), (30.095341666666666, -95.4036638888889), (30.275455555555556, -95.50502777777778), (30.534647222222222, -95.65162777777779), (31.12401388888889, -95.96795833333333), (32.18694166666666, -96.21091944444444)]"
OLM,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (46.97163888888889, -122.90183333333334)]"
PAE,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.91983333333333, -122.27802777777778)]"
SEA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.43537222222222, -122.30961666666667)]"
ALDER,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (46.821561111111116, -122.41421944444446)]"
ALPSE,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (48.166666666666664, -122.08333333333333)]"
NORMY,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.42955277777777, -121.721225)]"
SUMMA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (46.61785833333333, -121.98832222222222)]"
ZADON,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.56222222222222, -121.73861111111111)]"
SEA7 SEA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.43537222222222, -122.30961666666667)]"
ELMAA3 CVO,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (44.49956666666667, -123.2936611111111)]"
HAROB6 HQM,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.31583055555555, -122.76966388888889), (47.24333333333333, -123.04083333333332), (46.947041666666664, -124.14926944444446)]"
MONTN1 SEA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.43537222222222, -122.30961666666667)]"
SUMMA2 LKV,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.25216666666667, -122.30966666666666), (46.61785833333333, -121.98832222222222), (42.492844444444444, -120.50710555555555)]"
BANGR9 ARRIE,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.335455555555555, -122.51689444444445), (47.64402777777778, -122.91491388888889), (47.879891666666666, -123.47583333333334)]"
BANGR9 PANGL,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.335455555555555, -122.51689444444445), (47.64402777777778, -122.91491388888889), (48.15026944444444, -123.67023888888889)]"
ELMAA3 ELMAA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.148041666666664, -123.40955000000001)]"
HAROB6 ERAVE,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.31583055555555, -122.76966388888889), (47.24333333333333, -123.04083333333332), (46.90972222222222, -123.40166666666667)]"
HAROB6 FEPOT,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.31583055555555, -122.76966388888889), (47.24333333333333, -123.04083333333332), (47.08083333333334, -123.21888888888888)]"
HAROB6 HISKU,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.397825, -122.3115611111111), (47.32036388888889, -122.31154444444444), (47.306888888888885, -122.43756388888889), (47.31583055555555, -122.76966388888889), (47.24333333333333, -123.04083333333332), (47.08083333333334, -123.21888888888888), (44.5, -122.94416666666667)]"
JEFPO1 JEFPO,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.49878888888889, -122.31068055555555), (47.55542222222222, -122.31018333333333), (47.60756388888889, -122.363225), (47.64031111111111, -122.4576), (47.729105555555556, -122.45975555555556)]"
MONTN1 ZADON,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.56222222222222, -121.73861111111111)]"
OZWLD1 OZWLD,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.49878888888889, -122.31068055555555), (47.55542222222222, -122.31018333333333), (47.60756388888889, -122.363225), (47.62, -122.46833333333333), (47.542775, -122.58441111111111)]"
SUMMA2 SUMMA,KSEA,DEPARTURE,"[(47.449888888888886, -122.31177777777778), (47.25216666666667, -122.30966666666666), (46.61785833333333, -121.98832222222222)]"
